game_id,season,date,start_time,home_team,away_team,home_score,away_score,home_score_1h,away_score_1h,home_score_2h,away_score_2h,neutral_site,venue,game_date,pair_key,event_id,book,fetched_at,last_update,commence_time,home_team_name,away_team_name,market,period,moneyline_home,moneyline_away,home_spread,home_spread_price,away_spread,away_spread_price,total,over_price,under_price,odds_date
401827273,2025,2025-11-07,2025-11-07 22:00:00+00:00,Colgate Raiders,Northeastern Huskies,65,68,35,27,30,41,False,Cotterell Court,2025-11-07,northeasternhuskies::colgateraiders,,,,,,,,,,,,,,,,,,,
401812599,2025,2025-11-07,2025-11-07 22:00:00+00:00,Harvard Crimson,MIT Engineers,79,50,34,18,45,32,False,Lavietes Pavilion,2025-11-07,mitengineers::harvardcrimson,,,,,,,,,,,,,,,,,,,
401827449,2025,2025-11-07,2025-11-07 23:00:00+00:00,Liberty Flames,Charleston Cougars,90,75,39,34,51,41,False,Liberty Arena (VA),2025-11-07,charlestoncougars::libertyflames,,,,,,,,,,,,,,,,,,,
401824357,2025,2025-11-07,2025-11-07 23:00:00+00:00,Northwestern Wildcats,Boston University Terriers,76,52,45,26,31,26,False,Welsh-Ryan Arena,2025-11-07,bostonuniversityterriers::northwesternwildcats,,,,,,,,,,,,,,,,,,,
401822724,2025,2025-11-07,2025-11-07 23:00:00+00:00,Maryland Terrapins,Georgetown Hoyas,60,70,27,32,33,38,False,XFINITY Center,2025-11-07,georgetownhoyas::marylandterrapins,,,,,,,,,,,,,,,,,,,
401817164,2025,2025-11-07,2025-11-07 23:00:00+00:00,Rhode Island Rams,Tulsa Golden Hurricane,65,82,29,36,36,46,True,Alumni Hall (Navy),2025-11-07,tulsagoldenhurricane::rhodeislandrams,,,,,,,,,,,,,,,,,,,
401823426,2025,2025-11-07,2025-11-07 23:30:00+00:00,Buffalo Bulls,Green Bay Phoenix,83,76,32,28,51,48,False,Alumni Arena,2025-11-07,greenbayphoenix::buffalobulls,,,,,,,,,,,,,,,,,,,
401823392,2025,2025-11-07,2025-11-07 23:30:00+00:00,Ohio State Buckeyes,Purdue Fort Wayne Mastodons,94,68,45,30,49,38,False,Value City Arena,2025-11-07,purduefortwaynemastodons::ohiostatebuckeyes,,,,,,,,,,,,,,,,,,,
401829486,2025,2025-11-07,2025-11-08 00:00:00+00:00,Coastal Carolina Chanticleers,Virginia-Lynchburg Dragons,121,44,68,12,53,32,False,The HTC Center,2025-11-07,virginia-lynchburgdragons::coastalcarolinachanticleers,,,,,,,,,,,,,,,,,,,
401829448,2025,2025-11-07,2025-11-08 00:00:00+00:00,Stephen F. Austin Lumberjacks,Arkansas State Red Wolves,90,65,46,31,44,34,False,William R. Johnson Coliseum,2025-11-07,arkansasstateredwolves::stephenfaustinlumberjacks,,,,,,,,,,,,,,,,,,,
401826706,2025,2025-11-07,2025-11-08 00:00:00+00:00,Florida State Seminoles,Alabama State Hornets,101,64,46,30,55,34,False,Tucker Center,2025-11-07,alabamastatehornets::floridastateseminoles,,,,,,,,,,,,,,,,,,,
401826698,2025,2025-11-07,2025-11-08 00:00:00+00:00,George Mason Patriots,Winthrop Eagles,96,90,43,47,53,43,False,EagleBank Arena,2025-11-07,winthropeagles::georgemasonpatriots,,,,,,,,,,,,,,,,,,,
401826069,2025,2025-11-07,2025-11-08 00:00:00+00:00,Radford Highlanders,West Virginia Wesleyan Bobcats,99,61,51,27,48,34,False,The Dedmon Center,2025-11-07,westvirginiawesleyanbobcats::radfordhighlanders,,,,,,,,,,,,,,,,,,,
401825204,2025,2025-11-07,2025-11-08 00:00:00+00:00,Stetson Hatters,Fort Lauderdale Eagles,106,77,59,40,47,37,False,Edmunds Center,2025-11-07,fortlauderdaleeagles::stetsonhatters,,,,,,,,,,,,,,,,,,,
401824868,2025,2025-11-07,2025-11-08 00:00:00+00:00,Furman Paladins,Troy Trojans,61,64,23,36,38,28,False,Timmons Arena,2025-11-07,troytrojans::furmanpaladins,,,,,,,,,,,,,,,,,,,
401824302,2025,2025-11-07,2025-11-08 00:00:00+00:00,Iona Gaels,Hofstra Pride,81,73,44,27,37,46,False,Hynes Athletics Center,2025-11-07,hofstrapride::ionagaels,,,,,,,,,,,,,,,,,,,
401824134,2025,2025-11-07,2025-11-08 00:00:00+00:00,Davidson Wildcats,Washington State Cougars,85,69,40,24,45,45,False,John M. Belk Arena,2025-11-07,washingtonstatecougars::davidsonwildcats,,,,,,,,,,,,,,,,,,,
401823647,2025,2025-11-07,2025-11-08 00:00:00+00:00,Iowa Hawkeyes,Western Illinois Leathernecks,77,58,41,33,36,25,False,Carver-Hawkeye Arena,2025-11-07,westernillinoisleathernecks::iowahawkeyes,,,,,,,,,,,,,,,,,,,
401823352,2025,2025-11-07,2025-11-08 00:00:00+00:00,North Alabama Lions,Lane College Dragons,90,84,39,41,51,43,False,Flowers Hall,2025-11-07,lanecollegedragons::northalabamalions,,,,,,,,,,,,,,,,,,,
401823009,2025,2025-11-07,2025-11-08 00:00:00+00:00,Kent State Golden Flashes,Cornell Big Red,110,102,58,55,52,47,False,M.A.C. Center,2025-11-07,cornellbigred::kentstategoldenflashes,,,,,,,,,,,,,,,,,,,
401822318,2025,2025-11-07,2025-11-08 00:00:00+00:00,Ball State Cardinals,Mansfield Mountaineers,84,54,32,28,52,26,False,Worthen Arena,2025-11-07,mansfieldmountaineers::ballstatecardinals,,,,,,,,,,,,,,,,,,,
401820797,2025,2025-11-07,2025-11-08 00:00:00+00:00,Charlotte 49ers,Tennessee Tech Golden Eagles,70,65,33,22,37,43,False,Halton Arena,2025-11-07,tennesseetechgoldeneagles::charlotte49ers,,,,,,,,,,,,,,,,,,,
401819843,2025,2025-11-07,2025-11-08 00:00:00+00:00,Cincinnati Bearcats,Georgia State Panthers,74,64,39,30,35,34,False,Fifth Third Arena,2025-11-07,georgiastatepanthers::cincinnatibearcats,,,,,,,,,,,,,,,,,,,
401818547,2025,2025-11-07,2025-11-08 00:00:00+00:00,Brown Bears,Siena Saints,46,62,19,29,27,33,False,Pizzitola Sports Center,2025-11-07,sienasaints::brownbears,,,,,,,,,,,,,,,,,,,
401817528,2025,2025-11-07,2025-11-08 00:00:00+00:00,Wake Forest Demon Deacons,Morehead State Eagles,81,65,44,31,37,34,False,LJVM Coliseum,2025-11-07,moreheadstateeagles::wakeforestdemondeacons,,,,,,,,,,,,,,,,,,,
401817487,2025,2025-11-07,2025-11-08 00:00:00+00:00,Virginia Cavaliers,North Carolina Central Eagles,81,62,42,25,39,37,False,John Paul Jones Arena,2025-11-07,northcarolinacentraleagles::virginiacavaliers,,,,,,,,,,,,,,,,,,,
401817442,2025,2025-11-07,2025-11-08 00:00:00+00:00,Pittsburgh Panthers,Longwood Lancers,78,60,33,28,45,32,False,Petersen Events Center,2025-11-07,longwoodlancers::pittsburghpanthers,,,,,,,,,,,,,,,,,,,
401817132,2025,2025-11-07,2025-11-08 00:00:00+00:00,Notre Dame Fighting Irish,Detroit Mercy Titans,102,70,44,31,58,39,False,Purcell Pavilion,2025-11-07,detroitmercytitans::notredamefightingirish,,,,,,,,,,,,,,,,,,,
401813445,2025,2025-11-07,2025-11-08 00:00:00+00:00,Duquesne Dukes,Sacred Heart Pioneers,92,80,45,42,47,38,False,UPMC Cooper Fieldhouse,2025-11-07,sacredheartpioneers::duquesnedukes,,,,,,,,,,,,,,,,,,,
401812917,2025,2025-11-07,2025-11-08 00:00:00+00:00,Clemson Tigers,Gardner-Webb Runnin' Bulldogs,97,59,45,30,52,29,False,Littlejohn Coliseum,2025-11-07,gardner-webbrunnin'bulldogs::clemsontigers,,,,,,,,,,,,,,,,,,,
401809074,2025,2025-11-07,2025-11-08 00:00:00+00:00,Mount St. Mary's Mountaineers,Bucknell Bison,62,73,30,38,32,35,False,Knott Arena,2025-11-07,bucknellbison::mountstmary'smountaineers,,,,,,,,,,,,,,,,,,,
401831071,2025,2025-11-07,2025-11-08 00:30:00+00:00,Miami (OH) RedHawks,Trinity Christian (IL) Trolls,129,49,59,22,70,27,False,Millett Hall,2025-11-07,trinitychristian(il)trolls::miami(oh)redhawks,,,,,,,,,,,,,,,,,,,
401828492,2025,2025-11-07,2025-11-08 00:30:00+00:00,Ole Miss Rebels,UL Monroe Warhawks,86,65,47,28,39,37,False,The Sandy and John Black Pavilion at Ole Miss,2025-11-07,ulmonroewarhawks::olemissrebels,,,,,,,,,,,,,,,,,,,
401826892,2025,2025-11-07,2025-11-08 00:30:00+00:00,Seton Hall Pirates,Wagner Seahawks,68,61,30,31,38,30,False,Walsh Gymnasium,2025-11-07,wagnerseahawks::setonhallpirates,,,,,,,,,,,,,,,,,,,
401820614,2025,2025-11-07,2025-11-08 00:30:00+00:00,Georgia Tech Yellow Jackets,Bryant Bulldogs,74,45,39,22,35,23,False,McCamish Pavilion,2025-11-07,bryantbulldogs::georgiatechyellowjackets,,,,,,,,,,,,,,,,,,,
401829345,2025,2025-11-07,2025-11-08 01:00:00+00:00,Missouri Tigers,Southeast Missouri State Redhawks,89,84,46,51,43,33,False,Mizzou Arena,2025-11-07,southeastmissouristateredhawks::missouritigers,,,,,,,,,,,,,,,,,,,
401828917,2025,2025-11-07,2025-11-08 01:00:00+00:00,Southern Illinois Salukis,Kansas City Roos,101,78,48,34,53,44,False,Banterra Center,2025-11-07,kansascityroos::southernillinoissalukis,,,,,,,,,,,,,,,,,,,
401826918,2025,2025-11-07,2025-11-08 01:00:00+00:00,Northern Colorado Bears,Colorado Christian Cougars,101,65,48,27,53,38,False,Bank of Colorado Arena,2025-11-07,coloradochristiancougars::northerncoloradobears,,,,,,,,,,,,,,,,,,,
401826860,2025,2025-11-07,2025-11-08 01:00:00+00:00,Murray State Racers,Mississippi Valley State Delta Devils,108,60,47,23,61,37,False,CFSB Center,2025-11-07,mississippivalleystatedeltadevils::murraystateracers,,,,,,,,,,,,,,,,,,,
401825587,2025,2025-11-07,2025-11-08 01:00:00+00:00,Northern Arizona Lumberjacks,Justice College Lions,87,55,47,23,40,32,False,J. Lawrence Walkup Skydome,2025-11-07,justicecollegelions::northernarizonalumberjacks,,,,,,,,,,,,,,,,,,,
401824945,2025,2025-11-07,2025-11-08 01:00:00+00:00,DePaul Blue Demons,Stonehill Skyhawks,72,64,37,24,35,40,False,Wintrust Arena,2025-11-07,stonehillskyhawks::depaulbluedemons,,,,,,,,,,,,,,,,,,,
401822735,2025,2025-11-07,2025-11-08 01:00:00+00:00,Utah State Aggies,VCU Rams,80,77,45,36,35,41,True,Comerica Center,2025-11-07,vcurams::utahstateaggies,,,,,,,,,,,,,,,,,,,
401822366,2025,2025-11-07,2025-11-08 01:00:00+00:00,Eastern Illinois Panthers,Nicholls Colonels,65,57,25,16,40,41,False,Groniger Arena,2025-11-07,nichollscolonels::easternillinoispanthers,,,,,,,,,,,,,,,,,,,
401829277,2025,2025-11-07,2025-11-08 01:30:00+00:00,Samford Bulldogs,South Carolina State Bulldogs,82,72,37,39,45,33,False,Pete Hanna Center,2025-11-07,southcarolinastatebulldogs::samfordbulldogs,,,,,,,,,,,,,,,,,,,
401823514,2025,2025-11-07,2025-11-08 01:30:00+00:00,Southern Indiana Screaming Eagles,VMI Keydets,74,78,37,30,37,48,False,Liberty Arena (IN),2025-11-07,vmikeydets::southernindianascreamingeagles,,,,,,,,,,,,,,,,,,,
401808949,2025,2025-11-07,2025-11-08 01:30:00+00:00,Louisiana Ragin' Cajuns,SE Louisiana Lions,58,52,34,20,24,32,False,Cajundome,2025-11-07,selouisianalions::louisianaragin'cajuns,,,,,,,,,,,,,,,,,,,
401828473,2025,2025-11-07,2025-11-08 02:00:00+00:00,UTEP Miners,Western New Mexico Mustangs,107,70,52,27,55,43,False,Don Haskins Center,2025-11-07,westernnewmexicomustangs::utepminers,,,,,,,,,,,,,,,,,,,
401823554,2025,2025-11-07,2025-11-08 02:00:00+00:00,San Diego Toreros,Idaho State Bengals,68,71,25,34,43,37,False,Jenny Craig Pavilion,2025-11-07,idahostatebengals::sandiegotoreros,,,,,,,,,,,,,,,,,,,
401823509,2025,2025-11-07,2025-11-08 02:00:00+00:00,Idaho Vandals,Whitman Missionaries,94,49,37,29,57,20,False,ICCU Arena,2025-11-07,whitmanmissionaries::idahovandals,,,,,,,,,,,,,,,,,,,
401823002,2025,2025-11-07,2025-11-08 02:00:00+00:00,Grand Canyon Lopes,Youngstown State Penguins,81,90,37,38,44,52,False,Global Credit Union Arena,2025-11-07,youngstownstatepenguins::grandcanyonlopes,,,,,,,,,,,,,,,,,,,
401818298,2025,2025-11-07,2025-11-08 02:00:00+00:00,Navy Midshipmen,Yale Bulldogs,68,97,31,46,37,51,False,Alumni Hall (Navy),2025-11-07,yalebulldogs::navymidshipmen,,,,,,,,,,,,,,,,,,,
401817253,2025,2025-11-07,2025-11-08 02:00:00+00:00,NC State Wolfpack,UAB Blazers,94,70,41,33,53,37,False,Lenovo Center,2025-11-07,uabblazers::ncstatewolfpack,,,,,,,,,,,,,,,,,,,
401826927,2025,2025-11-07,2025-11-08 03:00:00+00:00,Sacramento State Hornets,Jessup University Warriors,86,76,37,33,49,43,False,Hornet Pavilion,2025-11-07,jessupuniversitywarriors::sacramentostatehornets,,,,,,,,,,,,,,,,,,,
401826922,2025,2025-11-07,2025-11-08 03:00:00+00:00,Portland State Vikings,Northwest Indian RedHawks,122,74,57,31,65,43,False,Viking Pavilion,2025-11-07,northwestindianredhawks::portlandstatevikings,,,,,,,,,,,,,,,,,,,
401826804,2025,2025-11-07,2025-11-08 03:00:00+00:00,Oregon Ducks,Rice Owls,67,63,27,32,40,31,False,Matthew Knight Arena,2025-11-07,riceowls::oregonducks,,,,,,,,,,,,,,,,,,,
401824119,2025,2025-11-07,2025-11-08 03:00:00+00:00,Santa Clara Broncos,McNeese Cowboys,79,67,37,33,42,34,False,Leavey Center,2025-11-07,mcneesecowboys::santaclarabroncos,,,,,,,,,,,,,,,,,,,
401824055,2025,2025-11-07,2025-11-08 03:00:00+00:00,Oregon State Beavers,UIC Flames,76,73,42,37,34,36,False,Gill Coliseum,2025-11-07,uicflames::oregonstatebeavers,,,,,,,,,,,,,,,,,,,
401829430,2025,2025-11-07,2025-11-08 03:30:00+00:00,Saint Mary's Gaels,Chattanooga Mocs,87,66,48,33,39,33,False,University Credit Union Pavilion,2025-11-07,chattanoogamocs::saintmary'sgaels,,,,,,,,,,,,,,,,,,,
401823531,2025,2025-11-07,2025-11-08 03:30:00+00:00,UC Irvine Anteaters,California Baptist Lancers,61,69,26,29,35,40,False,Bren Events Center,2025-11-07,californiabaptistlancers::ucirvineanteaters,,,,,,,,,,,,,,,,,,,
